set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
21,8,food,singular,past,The hungry bookseller at the mall partially consumed the fruit.,9,control_d,488,ctr_00487,ctr_00487.wav,The hungry bookseller at the mall partially ate the fruit.
21,9,food,singular,past,The bookseller who requested the books ate the fruit.,8,standard_subject_a,489,ctr_00488,ctr_00488.wav,The bookseller who ordered the books ate the fruit.
21,10,food,singular,past,The bookseller who ordered the books partially ate the fruit.,9,standard_subject_b,490,ctr_00489,ctr_00489.wav,The bookseller who ordered the books partially ate the fruit.
21,11,food,singular,past,The hungry bookseller who ordered the books ate the fruit.,9,standard_subject_c,491,ctr_00490,ctr_00490.wav,The hungry bookseller who ordered the books ate the fruit.
21,12,food,singular,past,The hungry bookseller who ordered the books partially consumed the fruit.,10,standard_subject_d,492,ctr_00491,ctr_00491.wav,The hungry bookseller who ordered the books partially ate the fruit.
21,13,food,singular,past,The bookseller who the farmer assisted ate the fruit.,9,standard_object_a,493,ctr_00492,ctr_00492.wav,The bookseller who the farmer helped ate the fruit.
21,14,food,singular,past,The bookseller who the farmer assisted somewhat consumed the fruit.,10,standard_object_b,494,ctr_00493,ctr_00493.wav,The bookseller who the farmer helped partially ate the fruit.
21,15,food,singular,past,The starving bookseller who the farmer assisted consumed the fruit.,10,standard_object_c,495,ctr_00494,ctr_00494.wav,The hungry bookseller who the farmer helped ate the fruit.
21,16,food,singular,past,The starving bookseller who the farmer helped partially consumed the fruit.,11,standard_object_d,496,ctr_00495,ctr_00495.wav,The hungry bookseller who the farmer helped partially ate the fruit.
21,17,food,singular,past,The vendor who cleaned the apple that was ripe consumed the fruit.,12,nested_subject_a,497,ctr_00496,ctr_00496.wav,The bookseller who washed the apple that was ripe ate the fruit.
21,18,food,singular,past,The bookseller who cleaned the apple that was ripe somewhat ate the fruit.,13,nested_subject_b,498,ctr_00497,ctr_00497.wav,The bookseller who washed the apple that was ripe partially ate the fruit.
21,19,food,singular,past,The starving bookseller who cleaned the apple that was ripe ate the fruit.,13,nested_subject_c,499,ctr_00498,ctr_00498.wav,The hungry bookseller who washed the apple that was ripe ate the fruit.
21,20,food,singular,past,The hungry bookseller who washed the apple that was mature somewhat consumed the fruit.,14,nested_subject_d,500,ctr_00499,ctr_00499.wav,The hungry bookseller who washed the apple that was ripe partially ate the fruit.
22,1,food,singular,present,The pastry chef creates the cake.,5,baseline_a,505,ctr_00504,ctr_00504.wav,The baker makes the cake.
22,2,food,singular,present,The baker carefully creates the cake.,6,baseline_b,506,ctr_00505,ctr_00505.wav,The baker carefully makes the cake.
22,3,food,singular,present,The skilled baker creates the cake.,6,baseline_c,507,ctr_00506,ctr_00506.wav,The skilled baker makes the cake.
22,4,food,singular,present,The expert baker carefully creates the cake.,7,baseline_d,508,ctr_00507,ctr_00507.wav,The skilled baker carefully makes the cake.
22,5,food,singular,present,The baker in the kitchen makes the cake.,8,control_a,509,ctr_00508,ctr_00508.wav,The baker in the kitchen makes the cake.
22,6,food,singular,present,The baker in the kitchen carefully creates the cake.,9,control_b,510,ctr_00509,ctr_00509.wav,The baker in the kitchen carefully makes the cake.
22,7,food,singular,present,The skilled baker in the kitchen makes the cake.,9,control_c,511,ctr_00510,ctr_00510.wav,The skilled baker in the kitchen makes the cake.
22,8,food,singular,present,The expert baker in the kitchen cautiously makes the cake.,10,control_d,512,ctr_00511,ctr_00511.wav,The skilled baker in the kitchen carefully makes the cake.
22,9,food,singular,present,The baker who wakes up early makes the cake.,9,standard_subject_a,513,ctr_00512,ctr_00512.wav,The baker who wakes up early makes the cake.
22,10,food,singular,present,The baker who rises up prematurely carefully bakes the cake.,10,standard_subject_b,514,ctr_00513,ctr_00513.wav,The baker who wakes up early carefully makes the cake.
22,11,food,singular,present,The skilled baker who wakes up early bakes the cake.,10,standard_subject_c,515,ctr_00514,ctr_00514.wav,The skilled baker who wakes up early makes the cake.
22,12,food,singular,present,The expert baker who wakes up early precisely makes the cake.,11,standard_subject_d,516,ctr_00515,ctr_00515.wav,The skilled baker who wakes up early carefully makes the cake.
22,13,food,singular,present,The baker who the owner employed makes the cake.,9,standard_object_a,517,ctr_00516,ctr_00516.wav,The baker who the owner hired makes the cake.
22,14,food,singular,present,The baker who the owner employed cautiously creates the cake.,10,standard_object_b,518,ctr_00517,ctr_00517.wav,The baker who the owner hired carefully makes the cake.
22,15,food,singular,present,The skilled baker who the owner hired makes the cake.,10,standard_object_c,519,ctr_00518,ctr_00518.wav,The skilled baker who the owner hired makes the cake.
22,16,food,singular,present,The expert baker who the owner employed cautiously creates the cake.,11,standard_object_d,520,ctr_00519,ctr_00519.wav,The skilled baker who the owner hired carefully makes the cake.
22,17,food,singular,present,The pastry chef who reads the formula that has many stages creates the cake.,13,nested_subject_a,521,ctr_00520,ctr_00520.wav,The baker who reads the recipe that has many steps makes the cake.
22,18,food,singular,present,The baker who peruses the recipe that has many stages carefully makes the cake.,14,nested_subject_b,522,ctr_00521,ctr_00521.wav,The baker who reads the recipe that has many steps carefully makes the cake.
22,19,food,singular,present,The expert baker who reads the recipe that has many stages makes the cake.,14,nested_subject_c,523,ctr_00522,ctr_00522.wav,The skilled baker who reads the recipe that has many steps makes the cake.
22,20,food,singular,present,The expert baker who reads the recipe that has many steps carefully creates the cake.,15,nested_subject_d,524,ctr_00523,ctr_00523.wav,The skilled baker who reads the recipe that has many steps carefully makes the cake.
23,1,health,singular,past,The caretaker administered the kid treatment.,6,baseline_a,529,ctr_00528,ctr_00528.wav,The nurse gave the child medicine.
23,2,health,singular,past,The nurse recklessly gave the child medicine.,7,baseline_b,530,ctr_00529,ctr_00529.wav,The nurse carelessly gave the child medicine.
23,3,health,singular,past,The experienced nurse gave the child medicine.,7,baseline_c,531,ctr_00530,ctr_00530.wav,The experienced nurse gave the child medicine.
23,4,health,singular,past,The experienced nurse carelessly gave the child medicine.,8,baseline_d,532,ctr_00531,ctr_00531.wav,The experienced nurse carelessly gave the child medicine.
23,5,health,singular,past,The nurse in the ward gave the child medicine.,9,control_a,533,ctr_00532,ctr_00532.wav,The nurse in the ward gave the child medicine.
23,6,health,singular,past,The nurse in the ward carelessly gave the child medication.,10,control_b,534,ctr_00533,ctr_00533.wav,The nurse in the ward carelessly gave the child medicine.
23,7,health,singular,past,The skilled nurse in the ward gave the child medication.,10,control_c,535,ctr_00534,ctr_00534.wav,The experienced nurse in the ward gave the child medicine.
23,8,health,singular,past,The skilled nurse in the ward carelessly administered the child medicine.,11,control_d,536,ctr_00535,ctr_00535.wav,The experienced nurse in the ward carelessly gave the child medicine.
23,9,health,singular,past,The nurse who learned abroad gave the child medication.,9,standard_subject_a,537,ctr_00536,ctr_00536.wav,The nurse who studied abroad gave the child medicine.
23,10,health,singular,past,The nurse who studied abroad recklessly administered the child medicine.,10,standard_subject_b,538,ctr_00537,ctr_00537.wav,The nurse who studied abroad carelessly gave the child medicine.
23,11,health,singular,past,The experienced nurse who studied abroad administered the child treatment.,10,standard_subject_c,539,ctr_00538,ctr_00538.wav,The experienced nurse who studied abroad gave the child medicine.
23,12,health,singular,past,The skilled nurse who studied abroad recklessly gave the child medicine.,11,standard_subject_d,540,ctr_00539,ctr_00539.wav,The experienced nurse who studied abroad carelessly gave the child medicine.
23,13,health,singular,past,The nurse whom the doctor relied gave the child medication.,10,standard_object_a,541,ctr_00540,ctr_00540.wav,The nurse whom the doctor trusted gave the child medicine.
23,14,health,singular,past,The caretaker whom the doctor relied recklessly gave the child treatment.,11,standard_object_b,542,ctr_00541,ctr_00541.wav,The nurse whom the doctor trusted carelessly gave the child medicine.
23,15,health,singular,past,The experienced caregiver whom the doctor relied gave the child treatment.,11,standard_object_c,543,ctr_00542,ctr_00542.wav,The experienced nurse whom the doctor trusted gave the child medicine.
23,16,health,singular,past,The skilled nurse whom the doctor relied recklessly gave the child medication.,12,standard_object_d,544,ctr_00543,ctr_00543.wav,The experienced nurse whom the doctor trusted carelessly gave the child medicine.
23,17,health,singular,past,The nurse who examined the file that was lost gave the child medicine.,13,nested_subject_a,545,ctr_00544,ctr_00544.wav,The nurse who studied the file that was misplaced gave the child medicine.
23,18,health,singular,past,The nurse who examined the file that was lost recklessly administered the child treatment.,14,nested_subject_b,546,ctr_00545,ctr_00545.wav,The nurse who studied the file that was misplaced carelessly gave the child medicine.
23,19,health,singular,past,The experienced nurse who studied the file that was misplaced gave the child treatment.,14,nested_subject_c,547,ctr_00546,ctr_00546.wav,The experienced nurse who studied the file that was misplaced gave the child medicine.
23,20,health,singular,past,The skilled nurse who studied the file that was misplaced negligently gave the child medicine.,15,nested_subject_d,548,ctr_00547,ctr_00547.wav,The experienced nurse who studied the file that was misplaced carelessly gave the child medicine.
24,1,health,singular,present,The patient endures pain.,4,baseline_a,553,ctr_00552,ctr_00552.wav,The patient endures pain.
24,2,health,singular,present,The patient courageously endures pain.,5,baseline_b,554,ctr_00553,ctr_00553.wav,The patient bravely endures pain.
24,3,health,singular,present,The sick patient bears pain.,5,baseline_c,555,ctr_00554,ctr_00554.wav,The sick patient endures pain.
24,4,health,singular,present,The ill patient courageously endures pain.,6,baseline_d,556,ctr_00555,ctr_00555.wav,The sick patient bravely endures pain.
24,5,health,singular,present,The patient in bed suffers pain.,6,control_a,557,ctr_00556,ctr_00556.wav,The patient in bed endures pain.
24,6,health,singular,present,The patient in bed bravely withstands pain.,7,control_b,558,ctr_00557,ctr_00557.wav,The patient in bed bravely endures pain.
24,7,health,singular,present,The sick patient in bed bears pain.,7,control_c,559,ctr_00558,ctr_00558.wav,The sick patient in bed endures pain.
24,8,health,singular,present,The ill patient in bed bravely withstands pain.,8,control_d,560,ctr_00559,ctr_00559.wav,The sick patient in bed bravely endures pain.
