numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
plural,naturalistic,independent,weather,They will plant flowers if spring comes early this year,nat_14374.wav,future,10,nat_14374
plural,naturalistic,dependent,basic,Do the tourists who are visiting need a map now?,nat_15576.wav,present,10,nat_15576
singular,naturalistic,simple,weather,Does it rain a lot in the summer where you live?,nat_03656.wav,present,11,nat_03656
singular,naturalistic,preposition,food,The person next to me was not eating,nat_16547.wav,past,8,nat_16547
singular,naturalistic,simple,basic,I had eaten a sandwich before dinner,nat_12793.wav,past,7,nat_12793
plural,naturalistic,independent,housing,Did the owners sell the house because it needed repairs?,nat_11526.wav,past,10,nat_11526
plural,naturalistic,dependent,work,The managers will not hire anyone without experience,nat_15100.wav,future,8,nat_15100
plural,naturalistic,dependent,emotion,The things that scared us were not real,nat_08350.wav,past,8,nat_08350
singular,naturalistic,preposition,weather,Didn't the weather forecast say it wouldn't rain?,nat_00993.wav,past,8,nat_00993
singular,naturalistic,dependent,nature,The animal that eats grass is a big rabbit,nat_06826.wav,present,9,nat_06826
singular,naturalistic,independent,basic,My mom is not home because she is working,nat_09025.wav,present,9,nat_09025
singular,naturalistic,independent,work,The company hires people who have good communication skills,nat_16440.wav,present,9,nat_16440
plural,naturalistic,independent,basic,Do the students have time to study yet still go out?,nat_04186.wav,present,11,nat_04186
singular,naturalistic,simple,transport,She was not driving her car last night,nat_08732.wav,past,8,nat_08732
singular,naturalistic,dependent,health,The woman who practices mindfulness feels calm mentally,nat_18165.wav,present,8,nat_18165
plural,naturalistic,simple,transport,They had gone on a road trip together,nat_01692.wav,past,8,nat_01692
singular,naturalistic,preposition,work,Did the teacher collect the homework from the students?,nat_17547.wav,past,9,nat_17547
plural,naturalistic,dependent,health,Will the athletes training hard avoid serious injuries next year?,nat_09863.wav,future,10,nat_09863
plural,naturalistic,independent,food,Were the students not allowed to eat in class or outside?,nat_13885.wav,past,11,nat_13885
plural,naturalistic,preposition,basic,The women at the store were buying gifts for their kids,nat_13413.wav,past,11,nat_13413
plural,naturalistic,preposition,basic,Did the friends at the beach have a good time swimming?,nat_04438.wav,past,11,nat_04438
singular,naturalistic,independent,relationship,Her sister was mean so she did not like her,nat_11776.wav,past,10,nat_11776
singular,naturalistic,independent,housing,The air conditioner was not working yet it was still cold,nat_10609.wav,past,11,nat_10609
plural,naturalistic,preposition,sport,Will the swimmers in the pool be able to win?,nat_00936.wav,future,10,nat_00936
plural,naturalistic,preposition,basic,The people in the car are not talking,nat_11541.wav,present,8,nat_11541
singular,naturalistic,preposition,humanity,The lady with the child is a politician,nat_12101.wav,present,8,nat_12101
plural,naturalistic,simple,basic,The teachers are not very strict,nat_13952.wav,present,6,nat_13952
singular,naturalistic,independent,art,Does he paint when he feels sad or happy?,nat_19586.wav,present,9,nat_19586
singular,naturalistic,independent,nature,Did the bird not sing when the sun had set?,nat_06969.wav,past,10,nat_06969
singular,naturalistic,independent,shopping,Wasn't the discount available when you made the purchase?,nat_11903.wav,past,9,nat_11903
plural,naturalistic,dependent,sport,Are the girls playing volleyball going to win the tournament?,nat_04104.wav,present,10,nat_04104
singular,naturalistic,independent,shopping,Can I buy this if I don't have cash?,nat_05749.wav,present,9,nat_05749
singular,naturalistic,simple,transport,Will he not be able to fix the bike?,nat_15650.wav,future,9,nat_15650
singular,naturalistic,preposition,relationship,Is the kid in front of me not your son?,nat_19456.wav,present,10,nat_19456
plural,naturalistic,simple,science,The researchers will develop new medicines using nanotechnology,nat_10746.wav,future,8,nat_10746
plural,naturalistic,independent,science,New computers will be fast but old ones will be slow,nat_04178.wav,future,11,nat_04178
plural,naturalistic,independent,science,People prefer laptops when they need to work from home efficiently,nat_13796.wav,present,11,nat_13796
plural,naturalistic,preposition,food,The women in my family used to bake cakes,nat_10644.wav,past,9,nat_10644
singular,naturalistic,dependent,food,Is the tea that she is drinking hot?,nat_02929.wav,present,8,nat_02929
plural,naturalistic,independent,humanity,Students read books on economics so they understand it better,nat_01147.wav,present,10,nat_01147
plural,naturalistic,dependent,sport,Will the boxers who have been training with coaches become champions?,nat_12248.wav,future,11,nat_12248
singular,naturalistic,preposition,science,Will the robot next to you be able to learn math?,nat_16541.wav,future,11,nat_16541
plural,naturalistic,preposition,housing,The trees in front of our house were very tall,nat_13806.wav,past,10,nat_13806
plural,naturalistic,independent,food,Were the athletes drinking water because they were thirsty?,nat_07682.wav,past,9,nat_07682
plural,naturalistic,dependent,humanity,The organizations that provide aid will help people in need,nat_06706.wav,future,10,nat_06706
singular,naturalistic,simple,sport,The athlete will break the record next year,nat_02549.wav,future,8,nat_02549
singular,naturalistic,simple,relationship,His brother is not married,nat_11701.wav,present,5,nat_11701
singular,naturalistic,dependent,sport,The new bike that I bought will be used for racing,nat_14693.wav,future,11,nat_14693
plural,naturalistic,dependent,nature,The mountains that will be climbed will offer breathtaking views,nat_11449.wav,future,10,nat_11449
plural,naturalistic,independent,transport,The taxis were not available when we needed them,nat_07438.wav,past,9,nat_07438
singular,naturalistic,preposition,weather,A big storm is coming over the mountain now,nat_03242.wav,present,9,nat_03242
plural,naturalistic,dependent,transport,Passengers who travel alone do not get discounts,nat_12606.wav,present,8,nat_12606
singular,naturalistic,independent,health,Did she have a headache because she didn't drink water?,nat_15337.wav,past,10,nat_15337
plural,naturalistic,dependent,health,Are the elderly who live alone not being taken care of?,nat_10029.wav,present,11,nat_10029
plural,naturalistic,simple,emotion,Do athletes get anxious before a big competition starts?,nat_06624.wav,present,9,nat_06624
singular,naturalistic,independent,weather,Did the sun shine so brightly in summer?,nat_02959.wav,past,8,nat_02959
singular,naturalistic,simple,housing,I didn't buy the couch,nat_18267.wav,past,5,nat_18267
plural,naturalistic,dependent,health,The kids who eat nutritious food will grow up strong and healthy,nat_10957.wav,future,12,nat_10957
singular,naturalistic,simple,sport,Will the new player join our team next season?,nat_02605.wav,future,9,nat_02605
singular,naturalistic,dependent,food,Can you see what I am drinking?,nat_06253.wav,present,7,nat_06253
plural,naturalistic,preposition,health,The nurses at the hospital will provide excellent patient care always,nat_05385.wav,future,11,nat_05385
plural,naturalistic,dependent,work,They had been working on the project for several months,nat_02408.wav,past,10,nat_02408
plural,naturalistic,dependent,art,The sculptures that stood in the garden were made of stone,nat_08657.wav,past,11,nat_08657
plural,naturalistic,preposition,humanity,Are the dancers in the troupe performing cultural routines?,nat_11223.wav,present,9,nat_11223
plural,naturalistic,independent,transport,They are traveling to the beach when school ends,nat_18009.wav,present,9,nat_18009
singular,naturalistic,preposition,emotion,Did he not get angry at the person next to him?,nat_14644.wav,past,11,nat_14644
plural,naturalistic,simple,shopping,Did the managers not train their staff well?,nat_03948.wav,past,8,nat_03948
plural,naturalistic,independent,science,Do scientists conduct experiments when they have new ideas?,nat_08087.wav,present,9,nat_08087
singular,naturalistic,dependent,relationship,He did not want his children to be lazy,nat_13165.wav,past,9,nat_13165
plural,naturalistic,simple,sport,Will the fans support their favorite teams loudly?,nat_05771.wav,future,8,nat_05771
plural,naturalistic,preposition,basic,Are the people behind us waiting too?,nat_14120.wav,present,7,nat_14120
plural,naturalistic,independent,housing,Do the tenants have to pay for repairs when needed?,nat_02935.wav,present,10,nat_02935
plural,naturalistic,simple,relationship,The family had lived in that house for decades,nat_15418.wav,past,9,nat_15418
plural,naturalistic,independent,food,Why do some people eat breakfast so they can focus better?,nat_02026.wav,present,11,nat_02026
plural,naturalistic,simple,work,The kids used to love going to school,nat_05140.wav,past,8,nat_05140
singular,naturalistic,preposition,transport,Does it take long to walk across the bridge?,nat_11384.wav,present,9,nat_11384
plural,naturalistic,preposition,weather,The farmers will be planting their crops in the spring,nat_03699.wav,future,10,nat_03699
singular,naturalistic,preposition,science,Did the robot next to me move by itself?,nat_17331.wav,past,9,nat_17331
plural,naturalistic,simple,health,Many people struggle with anxiety every day,nat_08140.wav,present,7,nat_08140
singular,naturalistic,independent,work,My mom works at home when my dad is away,nat_12986.wav,present,10,nat_12986
singular,naturalistic,independent,basic,Did your brother help you when you needed it?,nat_08900.wav,past,9,nat_08900
singular,naturalistic,dependent,sport,Is the team captain who will play tomorrow feeling better now?,nat_11679.wav,future,11,nat_11679
plural,naturalistic,preposition,housing,The rooms in the new building will not have big windows,nat_01994.wav,future,11,nat_01994
plural,naturalistic,preposition,relationship,Do the fathers of our friends work together in one office?,nat_19806.wav,future,11,nat_19806
singular,naturalistic,preposition,weather,The snow will start falling at midnight,nat_16945.wav,future,7,nat_16945
singular,naturalistic,preposition,work,My sister is not attending university this year,nat_05934.wav,present,8,nat_05934
singular,naturalistic,simple,basic,The flowers are blooming beautifully,nat_08958.wav,present,5,nat_08958
plural,naturalistic,preposition,relationship,The girls on the team are very athletic,nat_07458.wav,present,8,nat_07458
singular,naturalistic,independent,shopping,The product is good or they would not sell it,nat_16811.wav,present,10,nat_16811
plural,naturalistic,dependent,shopping,Can the employees who will work there give us advice?,nat_06045.wav,future,10,nat_06045
plural,naturalistic,dependent,transport,Were the buses that arrived late not delayed by traffic?,nat_04442.wav,past,10,nat_04442
plural,naturalistic,dependent,humanity,Were the games that they played at recess very competitive?,nat_05183.wav,past,10,nat_05183
plural,naturalistic,simple,humanity,Did they have a better understanding of the world?,nat_14778.wav,past,9,nat_14778
singular,naturalistic,independent,emotion,He was very nervous but he gave a great speech,nat_12733.wav,past,10,nat_12733
singular,naturalistic,preposition,transport,Had you been in a taxi before last night?,nat_14121.wav,past,9,nat_14121
