theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue,sentence_id,audio_filename,presents_special_char,cluster,list_index
sport,interrogative,independent,singular,present,affirmative,Does she feel happy when she wins a competition?,9,correct,nat_00130,nat_00130.wav,False,983,2
nature,declarative,dependent,plural,past,affirmative,They had seen the bears that lived in the cave,10,correct,nat_16132,nat_16132.wav,False,5153,2
housing,declarative,preposition,plural,past,affirmative,The families had been living in the village houses,9,correct,nat_19992,nat_19992.wav,False,31,2
basic,declarative,preposition,singular,past,affirmative,The man behind me was talking very loudly outside,9,correct,nat_07773,nat_07773.wav,False,197,2
sport,interrogative,simple,plural,present,affirmative,Can wrestlers defeat their opponents quickly today?,7,correct,nat_18734,nat_18734.wav,False,4942,2
science,declarative,dependent,plural,present,affirmative,The phones that everyone uses have great cameras,8,correct,nat_19384,nat_19384.wav,False,3886,2
basic,declarative,independent,singular,future,affirmative,He will be angry if you break his phone,9,correct,nat_15725,nat_15725.wav,False,1937,2
humanity,declarative,independent,singular,future,negative,She will not go to the concert nor will she watch it,12,correct,nat_14642,nat_14642.wav,False,3143,2
health,declarative,independent,singular,present,affirmative,The athlete has an injury but will recover soon,9,correct,nat_10434,nat_10434.wav,False,3781,2
emotion,declarative,preposition,singular,past,affirmative,The girl in front of me was very happy yesterday,10,correct,nat_19829,nat_19829.wav,False,3424,2
sport,declarative,dependent,singular,present,affirmative,My dad is cheering for the team that won,9,correct,nat_09935,nat_09935.wav,False,23,2
health,declarative,simple,plural,future,negative,The men will not talk about their feelings,8,correct,nat_17282,nat_17282.wav,False,3144,2
work,interrogative,dependent,singular,future,affirmative,Does he know what job he will choose?,8,correct,nat_11368,nat_11368.wav,False,298,2
shopping,declarative,preposition,singular,present,affirmative,The phone in the store is out of order,9,correct,nat_04371,nat_04371.wav,False,380,2
work,declarative,independent,singular,future,negative,The university will not accept him because his grades are low,11,correct,nat_17453,nat_17453.wav,False,2777,2
work,declarative,dependent,singular,present,affirmative,The teacher standing in front of us is very experienced,10,correct,nat_13123,nat_13123.wav,False,2262,2
transport,interrogative,simple,singular,present,affirmative,Is this seat taken already?,5,correct,nat_03912,nat_03912.wav,False,3880,2
food,interrogative,simple,plural,past,negative,Did they not eat breakfast this morning?,7,correct,nat_05274,nat_05274.wav,False,165,2
basic,interrogative,preposition,plural,present,affirmative,Do the tourists in our city need help?,8,correct,nat_05511,nat_05511.wav,False,575,2
basic,interrogative,dependent,plural,future,affirmative,Will the people sitting next to us be joining us?,10,correct,nat_00293,nat_00293.wav,False,1501,2
humanity,interrogative,independent,plural,present,affirmative,Do people still go to church because they believe in God?,11,correct,nat_07116,nat_07116.wav,False,73,2
health,interrogative,dependent,plural,past,affirmative,Were the students that studied all night very stressed?,9,correct,nat_12424,nat_12424.wav,False,286,2
food,declarative,independent,plural,future,negative,They will not eat breakfast but they will have lunch,10,correct,nat_18917,nat_18917.wav,False,2664,2
food,declarative,preposition,singular,future,affirmative,The person next to you will order coffee,8,correct,nat_15168,nat_15168.wav,False,2569,2
shopping,declarative,dependent,singular,past,affirmative,He found a great deal on the TV he bought,10,correct,nat_16459,nat_16459.wav,False,416,2
weather,declarative,dependent,singular,present,negative,The sun is not shining brightly today,7,correct,nat_01276,nat_01276.wav,False,2994,2
shopping,declarative,simple,plural,past,affirmative,The kids loved the new toys they got,8,correct,nat_15065,nat_15065.wav,False,800,2
emotion,interrogative,simple,plural,future,affirmative,Are the teenagers going to be bored tonight?,8,correct,nat_01464,nat_01464.wav,False,659,2
health,declarative,dependent,singular,future,affirmative,A person with insomnia will need to establish a routine,10,correct,nat_06453,nat_06453.wav,False,4018,2
humanity,interrogative,preposition,singular,future,negative,Will the girl with a scholarship not study abroad next year?,11,correct,nat_13894,nat_13894.wav,False,2251,2
work,interrogative,dependent,plural,past,affirmative,Were the employees working late last night very tired?,9,correct,nat_03395,nat_03395.wav,False,2445,2
nature,declarative,preposition,plural,present,negative,The fish in the ocean are not colorful,8,correct,nat_01765,nat_01765.wav,False,2627,2
relationship,declarative,simple,plural,present,affirmative,The kids are playing with their friends outside,8,correct,nat_07098,nat_07098.wav,False,1222,2
relationship,declarative,independent,plural,future,negative,The relatives will not visit often because they live far away,11,correct,nat_12125,nat_12125.wav,False,1514,2
work,declarative,preposition,singular,future,negative,The man in the office will not be working late,10,correct,nat_00444,nat_00444.wav,False,3850,2
transport,interrogative,preposition,singular,past,affirmative,Did she drive her car to the beach last summer?,10,correct,nat_17368,nat_17368.wav,False,1300,2
housing,declarative,simple,singular,future,affirmative,The repairman will fix the leaky faucet soon,8,correct,nat_18333,nat_18333.wav,False,2299,2
housing,declarative,simple,singular,past,affirmative,The kitchen was renovated last year by a contractor,9,correct,nat_00955,nat_00955.wav,False,390,2
health,declarative,simple,plural,past,affirmative,The girls were eating healthy foods every day,8,correct,nat_08568,nat_08568.wav,False,1257,2
sport,declarative,independent,singular,future,negative,He will not break the record nor come close to it,11,correct,nat_02029,nat_02029.wav,False,2461,2
shopping,declarative,preposition,plural,future,affirmative,All customers will get a discount on their next purchase,10,correct,nat_04851,nat_04851.wav,False,1170,2
relationship,interrogative,preposition,plural,future,negative,Do the couples without children not have more free time?,10,correct,nat_15304,nat_15304.wav,False,500,2
housing,declarative,dependent,singular,future,affirmative,The woman who will sell me the house is old,10,correct,nat_18032,nat_18032.wav,False,723,2
housing,declarative,independent,plural,present,negative,The house is not old but it needs repairs,9,correct,nat_19621,nat_19621.wav,False,889,2
science,interrogative,independent,singular,present,affirmative,Can you see the stars when the sky is clear?,10,correct,nat_13901,nat_13901.wav,False,4300,2
humanity,interrogative,preposition,plural,future,affirmative,Are the people in power going to listen to the protesters?,11,correct,nat_01268,nat_01268.wav,False,955,2
work,declarative,preposition,singular,present,affirmative,My life as a student is very busy,8,correct,nat_02803,nat_02803.wav,False,1293,2
food,interrogative,dependent,plural,future,affirmative,What menu will the cafeteria offer next week?,8,correct,nat_14663,nat_14663.wav,False,744,2
transport,interrogative,dependent,singular,present,negative,Is the bus that I take to work not running today?,11,correct,nat_06714,nat_06714.wav,False,1621,2
shopping,interrogative,preposition,plural,present,negative,Are the appliances in this store not energy efficient?,9,correct,nat_14025,nat_14025.wav,False,2143,2
basic,interrogative,independent,plural,past,affirmative,Were the boys playing video games or watching TV last night?,11,correct,nat_02873,nat_02873.wav,False,247,2
shopping,interrogative,simple,plural,future,affirmative,Will the prices of electronics decrease?,6,correct,nat_18760,nat_18760.wav,False,394,2
food,interrogative,simple,singular,future,affirmative,Will you be having dessert tonight?,6,correct,nat_05180,nat_05180.wav,False,379,2
health,interrogative,simple,plural,future,negative,Are unhealthy habits going to affect their lives?,8,correct,nat_06616,nat_06616.wav,False,4090,2
art,declarative,simple,plural,present,negative,The paintings they create are not very colorful,8,correct,nat_02007,nat_02007.wav,False,1687,2
food,interrogative,dependent,plural,future,affirmative,What recipes will the nutritionists recommend to us?,8,correct,nat_14649,nat_14649.wav,False,863,2
transport,declarative,simple,plural,past,affirmative,The suitcases were heavy and hard to carry,8,correct,nat_07383,nat_07383.wav,False,4581,2
basic,interrogative,dependent,singular,future,affirmative,Will he be able to attend the meeting tomorrow?,9,correct,nat_09438,nat_09438.wav,False,4106,2
work,declarative,simple,plural,present,affirmative,The employees work as teams,5,correct,nat_07802,nat_07802.wav,False,2736,2
science,declarative,simple,plural,present,affirmative,Electric cars are becoming more popular every year,8,correct,nat_09867,nat_09867.wav,False,1112,2
nature,declarative,preposition,singular,present,negative,The hill in front of us is not steep,9,correct,nat_12372,nat_12372.wav,False,1956,2
relationship,declarative,simple,singular,future,affirmative,My sister will have a baby boy,7,correct,nat_03241,nat_03241.wav,False,324,2
food,declarative,preposition,plural,future,affirmative,The guests at the party will drink juice and soda,10,correct,nat_09684,nat_09684.wav,False,5078,2
housing,interrogative,independent,singular,present,affirmative,Is the neighborhood quiet so I can study at home?,10,correct,nat_08278,nat_08278.wav,False,1975,3
basic,declarative,dependent,singular,future,affirmative,The song that I will sing is my favorite,9,correct,nat_11650,nat_11650.wav,False,1775,3
transport,declarative,independent,singular,future,affirmative,He will take a boat because he loves the ocean view,11,correct,nat_04254,nat_04254.wav,False,173,3
basic,interrogative,independent,singular,past,affirmative,Was the hotel room clean when you arrived?,8,correct,nat_18662,nat_18662.wav,False,1862,3
work,declarative,simple,singular,present,negative,I am not looking for a new job,8,correct,nat_17392,nat_17392.wav,False,1836,3
work,declarative,simple,plural,present,affirmative,People learn new skills daily,5,correct,nat_07797,nat_07797.wav,False,1896,3
humanity,interrogative,preposition,singular,future,negative,Is the musician on stage not going to perform tonight?,10,correct,nat_13892,nat_13892.wav,False,3790,3
housing,declarative,simple,plural,present,affirmative,They are cleaning the floors and dusting furniture,8,correct,nat_14058,nat_14058.wav,False,4673,3
weather,interrogative,simple,plural,future,affirmative,Will the meteorologists track a tornado?,6,correct,nat_15318,nat_15318.wav,False,1288,3
housing,declarative,independent,singular,present,affirmative,The living room is clean because I vacuumed it today,10,correct,nat_17475,nat_17475.wav,False,86,3
emotion,declarative,dependent,singular,present,affirmative,The music that calms me down is piano,8,correct,nat_04996,nat_04996.wav,False,1324,3
health,interrogative,dependent,plural,future,affirmative,Are the people who exercise daily less prone to depression?,10,correct,nat_03586,nat_03586.wav,False,1448,3
