set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename
58,18,work,plural,past,The teachers who read the books that were on the shelves carefully graded the papers.,15,nested_subject_b,1386,ctr_01385,ctr_01385.wav
58,19,work,plural,past,The experienced teachers who read the books that were on the shelves graded the papers.,15,nested_subject_c,1387,ctr_01386,ctr_01386.wav
58,20,work,plural,past,The experienced teachers who read the books that were on the shelves carefully graded the papers.,16,nested_subject_d,1388,ctr_01387,ctr_01387.wav
59,1,work,singular,past,The employee ate a sandwich.,5,baseline_a,1393,ctr_01392,ctr_01392.wav
59,2,work,singular,past,The employee quickly ate a sandwich.,6,baseline_b,1394,ctr_01393,ctr_01393.wav
59,3,work,singular,past,The young employee ate a sandwich.,6,baseline_c,1395,ctr_01394,ctr_01394.wav
59,4,work,singular,past,The young employee quickly ate a sandwich.,7,baseline_d,1396,ctr_01395,ctr_01395.wav
59,5,work,singular,past,The employee in the break room ate a sandwich.,9,control_a,1397,ctr_01396,ctr_01396.wav
59,6,work,singular,past,The employee in the break room quickly ate a sandwich.,10,control_b,1398,ctr_01397,ctr_01397.wav
59,7,work,singular,past,The young employee in the break room ate a sandwich.,10,control_c,1399,ctr_01398,ctr_01398.wav
59,8,work,singular,past,The young employee in the break room quickly ate a sandwich.,11,control_d,1400,ctr_01399,ctr_01399.wav
59,9,work,singular,past,The employee who studied hard ate a sandwich.,8,standard_subject_a,1401,ctr_01400,ctr_01400.wav
59,10,work,singular,past,The employee who studied hard quickly ate a sandwich.,9,standard_subject_b,1402,ctr_01401,ctr_01401.wav
59,11,work,singular,past,The young employee who studied hard ate a sandwich.,9,standard_subject_c,1403,ctr_01402,ctr_01402.wav
59,12,work,singular,past,The young employee who studied hard quickly ate a sandwich.,10,standard_subject_d,1404,ctr_01403,ctr_01403.wav
59,13,work,singular,past,The employee who the supervisor called ate a sandwich.,9,standard_object_a,1405,ctr_01404,ctr_01404.wav
59,14,work,singular,past,The employee who the supervisor called quickly ate a sandwich.,10,standard_object_b,1406,ctr_01405,ctr_01405.wav
59,15,work,singular,past,The young employee who the supervisor called ate a sandwich.,10,standard_object_c,1407,ctr_01406,ctr_01406.wav
59,16,work,singular,past,The young employee who the supervisor called quickly ate a sandwich.,11,standard_object_d,1408,ctr_01407,ctr_01407.wav
59,17,work,singular,past,The employee who saw the textbook that was on the shelf ate a sandwich.,14,nested_subject_a,1409,ctr_01408,ctr_01408.wav
59,18,work,singular,past,The employee who saw the textbook that was on the shelf quickly ate a sandwich.,15,nested_subject_b,1410,ctr_01409,ctr_01409.wav
59,19,work,singular,past,The young employee who saw the textbook that was on the shelf ate a sandwich.,15,nested_subject_c,1411,ctr_01410,ctr_01410.wav
59,20,work,singular,past,The young employee who saw the textbook that was on the shelf quickly ate a sandwich.,16,nested_subject_d,1412,ctr_01411,ctr_01411.wav
60,1,work,singular,present,The teacher explains the math problem.,6,baseline_a,1417,ctr_01416,ctr_01416.wav
60,2,work,singular,present,The teacher clearly explains the math problem.,7,baseline_b,1418,ctr_01417,ctr_01417.wav
60,3,work,singular,present,The experienced teacherexplains the math problem.,7,baseline_c,1419,ctr_01418,ctr_01418.wav
60,4,work,singular,present,The experienced teacher clearly explains the math problem.,8,baseline_d,1420,ctr_01419,ctr_01419.wav
60,5,work,singular,present,The teacher in the school explains the math problem.,9,control_a,1421,ctr_01420,ctr_01420.wav
60,6,work,singular,present,The teacher in the school clearly explains the math problem.,10,control_b,1422,ctr_01421,ctr_01421.wav
60,7,work,singular,present,The experienced teacher in the school explains the math problem.,10,control_c,1423,ctr_01422,ctr_01422.wav
60,8,work,singular,present,The experienced teacher in the school clearly explains the math problem.,11,control_d,1424,ctr_01423,ctr_01423.wav
60,9,work,singular,present,The teacher who prepared the class explains the math problem.,9,standard_subject_a,1425,ctr_01424,ctr_01424.wav
60,10,work,singular,present,The teacher who prepared the class clearly explains the math problem.,10,standard_subject_b,1426,ctr_01425,ctr_01425.wav
60,11,work,singular,present,The experienced teacher who prepared the class explains the math problem.,10,standard_subject_c,1427,ctr_01426,ctr_01426.wav
60,12,work,singular,present,The experienced teacher who prepared the class clearly explains the math problem.,11,standard_subject_d,1428,ctr_01427,ctr_01427.wav
60,13,work,singular,present,The teacher who the principal hired explains the math problem.,10,standard_object_a,1429,ctr_01428,ctr_01428.wav
60,14,work,singular,present,The teacher who the principal hired clearly explains the math problem.,11,standard_object_b,1430,ctr_01429,ctr_01429.wav
60,15,work,singular,present,The experienced teacher who the principal hired explains the math problem.,11,standard_object_c,1431,ctr_01430,ctr_01430.wav
60,16,work,singular,present,The experienced teacher who the principal hired clearly explains the math problem.,12,standard_object_d,1432,ctr_01431,ctr_01431.wav
60,17,work,singular,present,The teacher who reads the lesson that is in the book explains the math problem.,15,nested_subject_a,1433,ctr_01432,ctr_01432.wav
60,18,work,singular,present,The teacher who reads the lesson that is in the book clearly explains the math problem.,16,nested_subject_b,1434,ctr_01433,ctr_01433.wav
60,19,work,singular,present,The experienced teacher who reads the lesson that is in the book explains the math problem.,16,nested_subject_c,1435,ctr_01434,ctr_01434.wav
60,20,work,singular,present,The experienced teacher who reads the lesson that is in the book clearly explains the math problem.,17,nested_subject_d,1436,ctr_01435,ctr_01435.wav
