tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
past,naturalistic,basic,8,simple,nat_02020.wav,nat_02020,singular,How did your meeting with him go yesterday?
present,naturalistic,basic,9,dependent,nat_01878.wav,nat_01878,singular,Please share the book that is on the table
present,naturalistic,relationship,8,simple,nat_01987.wav,nat_01987,singular,You should not argue with your parents tonight
future,naturalistic,relationship,8,independent,nat_00311.wav,nat_00311,singular,My friend will not arrive if it rains
present,naturalistic,humanity,7,simple,nat_01471.wav,nat_01471,singular,Does history class not interest you anymore?
present,naturalistic,work,5,simple,nat_00405.wav,nat_00405,singular,I cannot join the meeting
future,naturalistic,health,8,preposition,nat_00940.wav,nat_00940,singular,She will walk in the park for exercise
present,naturalistic,work,9,independent,nat_01846.wav,nat_01846,singular,You aren't prepared because you didn't study last night
future,naturalistic,transport,10,independent,nat_01778.wav,nat_01778,singular,Do not drive fast if the roads are not clear
past,naturalistic,sport,8,preposition,nat_01541.wav,nat_01541,plural,Don't practice in the dark without any lights
future,naturalistic,food,8,simple,nat_00309.wav,nat_00309,plural,Are the vegetables going to arrive fresh tomorrow?
present,naturalistic,basic,9,dependent,nat_00226.wav,nat_00226,singular,Isn't the app you use daily not working now?
present,naturalistic,relationship,10,preposition,nat_01891.wav,nat_01891,singular,Do your siblings not play outside in the garden today?
future,naturalistic,work,11,preposition,nat_00886.wav,nat_00886,plural,You must not work from home without a plan this week
future,naturalistic,work,9,dependent,nat_01378.wav,nat_01378,plural,Ensure that students who finish early will help others
future,naturalistic,shopping,8,preposition,nat_01812.wav,nat_01812,plural,The gadgets on the shelf won't be available
past,naturalistic,transport,6,simple,nat_01381.wav,nat_01381,singular,Didn't the ferry leave on time?
future,naturalistic,work,12,independent,nat_01344.wav,nat_01344,singular,Take this class because it will help you find a better job
future,naturalistic,art,10,dependent,nat_00148.wav,nat_00148,singular,I will not sing because the audience cannot hear me
future,naturalistic,health,6,simple,nat_00772.wav,nat_00772,singular,Don't stay up too late tonight
past,naturalistic,shopping,10,preposition,nat_00906.wav,nat_00906,singular,The store didn't have any chairs in the front section
past,naturalistic,relationship,8,independent,nat_00291.wav,nat_00291,singular,He wasn't ready when his uncle arrived early
future,naturalistic,shopping,11,dependent,nat_00692.wav,nat_00692,singular,Could I not find the phone that I need next year?
future,naturalistic,health,6,simple,nat_00704.wav,nat_00704,singular,The doctor will see you soon
present,naturalistic,relationship,9,independent,nat_01023.wav,nat_01023,singular,Will a friend not call or write you anymore?
past,naturalistic,basic,7,simple,nat_01037.wav,nat_01037,plural,Did the teachers remember the meeting yesterday?
present,naturalistic,transport,6,simple,nat_00575.wav,nat_00575,singular,I don't drive to work daily
present,naturalistic,relationship,6,simple,nat_00557.wav,nat_00557,plural,Share your toys with your siblings
past,naturalistic,basic,8,preposition,nat_01234.wav,nat_01234,plural,Never play games on that table after practice
future,naturalistic,basic,9,dependent,nat_00701.wav,nat_00701,plural,My colleagues will join the meeting when it starts
future,naturalistic,transport,7,simple,nat_00869.wav,nat_00869,singular,His brother won't ride the bike today
present,naturalistic,relationship,7,simple,nat_01289.wav,nat_01289,plural,Never ignore the advice from your parents
future,naturalistic,relationship,7,simple,nat_01309.wav,nat_01309,plural,Our cousins will arrive late at night
present,naturalistic,work,10,dependent,nat_01776.wav,nat_01776,plural,Those books that you mentioned aren't in our library section
present,naturalistic,basic,9,dependent,nat_01630.wav,nat_01630,singular,Is the coffee that your friend made hot enough?
future,naturalistic,humanity,7,simple,nat_01518.wav,nat_01518,singular,An artist will express emotions through painting
future,naturalistic,emotion,10,preposition,nat_00167.wav,nat_00167,plural,Will the kids at the party not experience happiness today?
past,naturalistic,shopping,11,independent,nat_00730.wav,nat_00730,plural,The stores were busy because many people had sales to attend
future,naturalistic,housing,9,simple,nat_01137.wav,nat_01137,plural,The rooms will not be cleaned by tomorrow afternoon
future,naturalistic,food,10,preposition,nat_00286.wav,nat_00286,singular,I will make pasta with ingredients from the local market
past,naturalistic,relationship,9,simple,nat_01784.wav,nat_01784,singular,Did he not remember your favorite dessert last night?
present,naturalistic,relationship,10,dependent,nat_01187.wav,nat_01187,plural,Aren't the parents who cook well not making dinner today?
future,naturalistic,transport,10,dependent,nat_00628.wav,nat_00628,singular,Please don't choose the hotel that will not serve breakfast
past,naturalistic,work,9,preposition,nat_00598.wav,nat_00598,singular,She had not received any feedback on her presentation
past,naturalistic,relationship,9,simple,nat_01302.wav,nat_01302,singular,I didn't get along with her children last weekend
present,naturalistic,sport,10,dependent,nat_00997.wav,nat_00997,plural,Do not run on the field where others are playing
present,naturalistic,relationship,9,preposition,nat_01983.wav,nat_01983,singular,Does the father of your friend call every weekend?
present,naturalistic,art,10,preposition,nat_01318.wav,nat_01318,singular,Never display your paintings beneath the light in that hallway
future,naturalistic,relationship,11,preposition,nat_01766.wav,nat_01766,plural,Are your cousins from across the street attending the concert tonight?
past,naturalistic,weather,7,simple,nat_01165.wav,nat_01165,singular,The wind wasn't strong during the afternoon
past,naturalistic,transport,10,dependent,nat_01370.wav,nat_01370,singular,Please remember you shouldn't board the ferry that has left
past,naturalistic,housing,6,simple,nat_02102.wav,nat_02102,plural,Didn't the chairs get fixed yesterday?
past,naturalistic,transport,7,simple,nat_00041.wav,nat_00041,singular,I did not take the train yesterday
future,naturalistic,emotion,6,simple,nat_01584.wav,nat_01584,singular,She won't feel happiness next week
present,naturalistic,relationship,10,preposition,nat_01341.wav,nat_01341,plural,Are the kids from your class at the park today?
past,naturalistic,food,11,dependent,nat_02116.wav,nat_02116,singular,You have to try the dish which I made last week
past,naturalistic,basic,9,preposition,nat_00792.wav,nat_00792,singular,Please don't drop the book under the bed anymore
past,naturalistic,relationship,11,preposition,nat_00609.wav,nat_00609,singular,Was the child at the park not playing with others then?
past,naturalistic,relationship,8,simple,nat_01169.wav,nat_01169,plural,Never think their kids enjoyed the long trip
future,naturalistic,shopping,8,simple,nat_00994.wav,nat_00994,singular,The app will not function properly during sales
future,naturalistic,work,11,independent,nat_01590.wav,nat_01590,singular,Will the teacher arrive late or will class start on time?
present,naturalistic,work,7,preposition,nat_00929.wav,nat_00929,singular,Please don't park near the office entrance
future,naturalistic,housing,8,simple,nat_01138.wav,nat_01138,plural,The shelves will not hold books next month
past,naturalistic,work,10,preposition,nat_00493.wav,nat_00493,singular,Was your report finished by the end of the day?
present,naturalistic,housing,6,preposition,nat_01475.wav,nat_01475,plural,Don't keep shoes near the entrance
future,naturalistic,shopping,7,simple,nat_00277.wav,nat_00277,singular,Will that sale apply to furniture soon?
present,naturalistic,relationship,5,simple,nat_00757.wav,nat_00757,singular,Listen to your siblings carefully
present,naturalistic,nature,9,preposition,nat_02053.wav,nat_02053,singular,Her garden behind the house doesn't have many flowers
future,naturalistic,relationship,8,simple,nat_00358.wav,nat_00358,plural,The kids will not enjoy the new game
future,naturalistic,sport,11,independent,nat_02033.wav,nat_02033,singular,Do not run fast or you will not win the race
future,naturalistic,housing,11,independent,nat_00236.wav,nat_00236,plural,The chairs will not arrive soon nor will the table fit
past,naturalistic,nature,7,simple,nat_00551.wav,nat_00551,singular,That bird did not sing at dawn
present,naturalistic,art,10,independent,nat_00520.wav,nat_00520,singular,Never play music so loudly if people cannot appreciate it
past,naturalistic,relationship,9,independent,nat_01192.wav,nat_01192,plural,Her friends didn't explain where they were going together
future,naturalistic,nature,8,simple,nat_00208.wav,nat_00208,plural,Study patterns of stars as they appear tonight
future,naturalistic,health,9,independent,nat_01550.wav,nat_01550,singular,You should rest early so your energy will increase
present,naturalistic,relationship,9,preposition,nat_00720.wav,nat_00720,plural,Tell your friends about the party at our house
present,naturalistic,transport,10,independent,nat_01968.wav,nat_01968,singular,That taxi is not here but it will come soon
future,naturalistic,basic,9,preposition,nat_01739.wav,nat_01739,plural,Birds will sing from the trees in the morning
future,naturalistic,food,7,simple,nat_01558.wav,nat_01558,singular,Try more fruits in your meals tomorrow
past,naturalistic,nature,10,preposition,nat_00058.wav,nat_00058,singular,She hadn't visited under this bridge during her last trip
future,naturalistic,weather,8,dependent,nat_00631.wav,nat_00631,singular,The temperature will drop significantly after the sunset
future,naturalistic,transport,11,simple,nat_01763.wav,nat_01763,singular,Does his car need repairs before the road trip next month?
past,naturalistic,health,10,independent,nat_01179.wav,nat_01179,plural,Do not skip meals or your energy levels will drop
past,naturalistic,shopping,9,dependent,nat_00592.wav,nat_00592,plural,You didn't need products which you hadn't tried before
future,naturalistic,weather,11,preposition,nat_01756.wav,nat_01756,plural,The clouds over the mountains will bring snow in the winter
future,naturalistic,relationship,7,simple,nat_00363.wav,nat_00363,plural,Many grandparents will not join the event
present,naturalistic,weather,7,simple,nat_00505.wav,nat_00505,singular,Does it often rain in autumn here?
past,naturalistic,relationship,8,simple,nat_01228.wav,nat_01228,plural,The kids didn't enjoy the movie last night
future,naturalistic,basic,5,simple,nat_01465.wav,nat_01465,plural,Please don't arrive late tomorrow
past,naturalistic,relationship,8,simple,nat_01783.wav,nat_01783,singular,Did you not visit your parents last week?
past,naturalistic,relationship,7,simple,nat_00733.wav,nat_00733,plural,Did the children not play together yesterday?
past,naturalistic,housing,9,dependent,nat_01355.wav,nat_01355,singular,Her bed had not been properly made this morning
future,naturalistic,food,8,simple,nat_01009.wav,nat_01009,singular,Could he try the new diet next week?
past,naturalistic,housing,10,dependent,nat_01314.wav,nat_01314,plural,Do not clean the windows which you hadn't cleaned yesterday
past,naturalistic,relationship,10,preposition,nat_01329.wav,nat_01329,singular,My uncle did not call from his home last night
past,naturalistic,basic,8,dependent,nat_01022.wav,nat_01022,singular,You bought the gift that made everyone happy
future,naturalistic,basic,7,simple,nat_00118.wav,nat_00118,plural,His ideas will not improve our project
