level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
13061,13061,basic,declarative,dependent,plural,present,affirmative,Those chairs by the window are comfortable for guests,9,correct
13062,13062,basic,declarative,dependent,plural,present,affirmative,I know the children playing outside are very happy,9,correct
13063,13063,basic,declarative,dependent,plural,present,affirmative,Our friends who love music have many instruments,8,correct
13064,13064,basic,declarative,dependent,plural,present,affirmative,The books that interest you are on the top shelf,10,correct
13066,13066,basic,declarative,dependent,plural,present,affirmative,We see the flowers blooming in the garden each morning,10,correct
13067,13067,basic,declarative,dependent,plural,present,affirmative,These plates with blue patterns are quite old,8,correct
13068,13068,basic,declarative,dependent,plural,present,affirmative,They understand the rules that you explained to them,9,correct
13069,13069,basic,declarative,dependent,plural,present,affirmative,We use the utensils kept in that drawer daily,9,correct
13070,13070,basic,declarative,dependent,plural,present,affirmative,Those jackets hanging there are perfect for winter,8,correct
13071,13071,basic,declarative,dependent,plural,present,affirmative,The musicians whose songs you enjoy frequently perform live,9,correct
13072,13072,basic,declarative,dependent,plural,present,affirmative,We hear the birds chirping in the early mornings here,10,correct
13073,13073,basic,declarative,dependent,plural,present,affirmative,Parents who care deeply make sacrifices for their kids,9,correct
13074,13074,basic,declarative,dependent,plural,present,affirmative,I know the stories that they tell at night,9,correct
13075,13075,basic,declarative,dependent,plural,present,affirmative,Those new games will entertain the children all evening,9,correct
13076,13076,basic,declarative,dependent,plural,present,affirmative,They accept the gifts graciously from the guests,8,correct
13077,13077,basic,declarative,dependent,plural,present,affirmative,Our neighbors with dogs always greet us warmly outside,9,correct
13078,13078,basic,declarative,dependent,plural,present,affirmative,The stars shining brightly captivate our eyes at night,9,correct
13080,13080,emotion,declarative,simple,plural,present,affirmative,The kids are afraid of the dark,7,correct
13081,13081,emotion,declarative,simple,plural,present,affirmative,Our friends feel excited during the concert,7,correct
13082,13082,emotion,declarative,simple,plural,present,affirmative,The students appreciate kind teachers,5,correct
13083,13083,emotion,declarative,simple,plural,present,affirmative,Their worries vanish with the music,6,correct
13084,13084,emotion,declarative,simple,plural,present,affirmative,Happy children play in the park,6,correct
13085,13085,emotion,declarative,simple,plural,present,affirmative,Her grandparents cherish these moments,5,correct
13086,13086,emotion,declarative,simple,plural,present,affirmative,The fans are joyful after the victory,7,correct
13087,13087,emotion,declarative,simple,plural,present,affirmative,His parents always enjoy sunny days,6,correct
13088,13088,emotion,declarative,simple,plural,present,affirmative,The puppies bring laughter everywhere,5,correct
13089,13089,emotion,declarative,simple,plural,present,affirmative,Many workers experience stress at work,6,correct
13090,13090,emotion,declarative,simple,plural,present,affirmative,His colleagues are angry about the changes,7,correct
13091,13091,emotion,declarative,simple,plural,present,affirmative,Their smiles brighten everyone's day,5,correct
13092,13092,emotion,declarative,simple,plural,present,affirmative,These books evoke strong emotions,5,correct
13093,13093,emotion,declarative,simple,plural,present,affirmative,Several neighbors share their concerns nightly,6,correct
13094,13094,emotion,declarative,simple,plural,present,affirmative,New experiences often create blissful feelings,6,correct
13095,13095,emotion,declarative,simple,plural,present,affirmative,The teachers worry about their students,6,correct
13096,13096,emotion,declarative,simple,plural,present,affirmative,Some couples feel anxious before the wedding,7,correct
13097,13097,emotion,declarative,simple,plural,present,affirmative,Morning joggers relish fresh air daily,6,correct
13098,13098,emotion,declarative,simple,plural,present,affirmative,The kittens inspire calmness in visitors,6,correct
13099,13099,emotion,declarative,simple,plural,present,affirmative,Her siblings feel nostalgic every summer,6,correct
13100,13100,art,declarative,dependent,singular,future,affirmative,I will write when inspiration strikes me,7,correct
13101,13101,art,declarative,dependent,singular,future,affirmative,The artist will display the sculpture that she designed,9,correct
13102,13102,art,declarative,dependent,singular,future,affirmative,Creativity will flow once the painting is finished,8,correct
13103,13103,art,declarative,dependent,singular,future,affirmative,The photographer will capture moments that tell a story,9,correct
13104,13104,art,declarative,dependent,singular,future,affirmative,He will create music with the sounds he recorded,9,correct
13105,13105,art,declarative,dependent,singular,future,affirmative,The drawing that she makes will express emotions,8,correct
13106,13106,art,declarative,dependent,singular,future,affirmative,Her sculpture will stand in the garden where everyone appreciates it,11,correct
13107,13107,art,declarative,dependent,singular,future,affirmative,Someone will perfect the design after the feedback is received,10,correct
13108,13108,art,declarative,dependent,singular,future,affirmative,The musician will compose a song that touches hearts,9,correct
13109,13109,art,declarative,dependent,singular,future,affirmative,She will edit the photos which she took yesterday,9,correct
13110,13110,art,declarative,dependent,singular,future,affirmative,The writer will publish the book that captures her imagination,10,correct
13111,13111,art,declarative,dependent,singular,future,affirmative,A beautiful painting will emerge where the canvas is blank now,11,correct
13112,13112,art,declarative,dependent,singular,future,affirmative,The melody that he composes will be unforgettable,8,correct
13113,13113,art,declarative,dependent,singular,future,affirmative,His drawing will illustrate the story found in that novel,10,correct
13114,13114,art,declarative,dependent,singular,future,affirmative,Someone will listen to the music that moves your soul,10,correct
13116,13116,art,declarative,dependent,singular,future,affirmative,The poet will create verses that inspire countless people,9,correct
13117,13117,art,declarative,dependent,singular,future,affirmative,This piece will show emotions others wish to convey,9,correct
13118,13118,art,declarative,dependent,singular,future,affirmative,The theater will host performances that celebrate human creativity,9,correct
